Member_name,verb_type,Calss ID
acidify,Verbs of Change of State,other_cos-45.4
activate,Verbs of Change of State,other_cos-45.4
age,Verbs of Change of State,other_cos-45.4
agglomerate,Verbs of Change of State,other_cos-45.4
air,Verbs of Change of State,other_cos-45.4
alkalify,Verbs of Change of State,other_cos-45.4
alkalize,Verbs of Change of State,other_cos-45.4
alter,Verbs of Change of State,other_cos-45.4
ameliorate,Verbs of Change of State,other_cos-45.4
americanize,Verbs of Change of State,other_cos-45.4
amplify,Verbs of Change of State,other_cos-45.4
anglicize,Verbs of Change of State,other_cos-45.4
attenuate,Verbs of Change of State,other_cos-45.4
augment,Verbs of Change of State,other_cos-45.4
balance,Verbs of Change of State,other_cos-45.4
blacken,Verbs of Change of State,other_cos-45.4
beautify,Verbs of Change of State,other_cos-45.4
bifurcate,Verbs of Change of State,other_cos-45.4
bisect,Verbs of Change of State,other_cos-45.4
bleach,Verbs of Change of State,other_cos-45.4
blunt,Verbs of Change of State,other_cos-45.4
blur,Verbs of Change of State,other_cos-45.4
bolshevize,Verbs of Change of State,other_cos-45.4
brighten,Verbs of Change of State,other_cos-45.4
broaden,Verbs of Change of State,other_cos-45.4
burn,Verbs of Change of State,other_cos-45.4
burst,Verbs of Change of State,other_cos-45.4
calcify,Verbs of Change of State,other_cos-45.4
capsize,Verbs of Change of State,other_cos-45.4
carbonize,Verbs of Change of State,other_cos-45.4
centralize,Verbs of Change of State,other_cos-45.4
change,Verbs of Change of State,other_cos-45.4
char,Verbs of Change of State,other_cos-45.4
cheapen,Verbs of Change of State,other_cos-45.4
cheer_up,Verbs of Change of State,other_cos-45.4
chill,Verbs of Change of State,other_cos-45.4
civilize,Verbs of Change of State,other_cos-45.4
clarify,Verbs of Change of State,other_cos-45.4
clean,Verbs of Change of State,other_cos-45.4
clear,Verbs of Change of State,other_cos-45.4
clog,Verbs of Change of State,other_cos-45.4
close,Verbs of Change of State,other_cos-45.4
cloud,Verbs of Change of State,other_cos-45.4
coagulate,Verbs of Change of State,other_cos-45.4
coarsen,Verbs of Change of State,other_cos-45.4
collapse,Verbs of Change of State,other_cos-45.4
collect,Verbs of Change of State,other_cos-45.4
combust,Verbs of Change of State,other_cos-45.4
condense,Verbs of Change of State,other_cos-45.4
congeal,Verbs of Change of State,other_cos-45.4
cool,Verbs of Change of State,other_cos-45.4
corrugate,Verbs of Change of State,other_cos-45.4
corrupt,Verbs of Change of State,other_cos-45.4
crimson,Verbs of Change of State,other_cos-45.4
crisp,Verbs of Change of State,other_cos-45.4
crystallize,Verbs of Change of State,other_cos-45.4
curdle,Verbs of Change of State,other_cos-45.4
dampen,Verbs of Change of State,other_cos-45.4
darken,Verbs of Change of State,other_cos-45.4
de-escalate,Verbs of Change of State,other_cos-45.4
decelerate,Verbs of Change of State,other_cos-45.4
decentralize,Verbs of Change of State,other_cos-45.4
deepen,Verbs of Change of State,other_cos-45.4
deflect,Verbs of Change of State,other_cos-45.4
defrost,Verbs of Change of State,other_cos-45.4
degenerate,Verbs of Change of State,other_cos-45.4
degrade,Verbs of Change of State,other_cos-45.4
dehydrate,Verbs of Change of State,other_cos-45.4
demagnetize,Verbs of Change of State,other_cos-45.4
democratize,Verbs of Change of State,other_cos-45.4
depressurize,Verbs of Change of State,other_cos-45.4
derail,Verbs of Change of State,other_cos-45.4
desiccate,Verbs of Change of State,other_cos-45.4
destabilize,Verbs of Change of State,other_cos-45.4
detonate,Verbs of Change of State,other_cos-45.4
devalue,Verbs of Change of State,other_cos-45.4
diffuse,Verbs of Change of State,other_cos-45.4
dilate,Verbs of Change of State,other_cos-45.4
dilute,Verbs of Change of State,other_cos-45.4
dim,Verbs of Change of State,other_cos-45.4
dirty,Verbs of Change of State,other_cos-45.4
disband,Verbs of Change of State,other_cos-45.4
discolor,Verbs of Change of State,other_cos-45.4
disintegrate,Verbs of Change of State,other_cos-45.4
disperse,Verbs of Change of State,other_cos-45.4
dissipate,Verbs of Change of State,other_cos-45.4
diversify,Verbs of Change of State,other_cos-45.4
divide,Verbs of Change of State,other_cos-45.4
double,Verbs of Change of State,other_cos-45.4
downshift,Verbs of Change of State,other_cos-45.4
drain,Verbs of Change of State,other_cos-45.4
dull,Verbs of Change of State,other_cos-45.4
ease,Verbs of Change of State,other_cos-45.4
effeminate,Verbs of Change of State,other_cos-45.4
emaciate,Verbs of Change of State,other_cos-45.4
empty,Verbs of Change of State,other_cos-45.4
emulsify,Verbs of Change of State,other_cos-45.4
energize,Verbs of Change of State,other_cos-45.4
enlarge,Verbs of Change of State,other_cos-45.4
equalize,Verbs of Change of State,other_cos-45.4
equilibrate,Verbs of Change of State,other_cos-45.4
escalate,Verbs of Change of State,other_cos-45.4
evaporate,Verbs of Change of State,other_cos-45.4
even,Verbs of Change of State,other_cos-45.4
exfoliate,Verbs of Change of State,other_cos-45.4
expand,Verbs of Change of State,other_cos-45.4
explode,Verbs of Change of State,other_cos-45.4
fade,Verbs of Change of State,other_cos-45.4
fatten,Verbs of Change of State,other_cos-45.4
federate,Verbs of Change of State,other_cos-45.4
feminize,Verbs of Change of State,other_cos-45.4
fill,Verbs of Change of State,other_cos-45.4
firm,Verbs of Change of State,other_cos-45.4
flatten,Verbs of Change of State,other_cos-45.4
flood,Verbs of Change of State,other_cos-45.4
fluff,Verbs of Change of State,other_cos-45.4
fossilize,Verbs of Change of State,other_cos-45.4
fray,Verbs of Change of State,other_cos-45.4
freckle,Verbs of Change of State,other_cos-45.4
freshen,Verbs of Change of State,other_cos-45.4
frost,Verbs of Change of State,other_cos-45.4
fructify,Verbs of Change of State,other_cos-45.4
fuse,Verbs of Change of State,other_cos-45.4
gasify,Verbs of Change of State,other_cos-45.4
gelatinize,Verbs of Change of State,other_cos-45.4
gentrify,Verbs of Change of State,other_cos-45.4
germanize,Verbs of Change of State,other_cos-45.4
gladden,Verbs of Change of State,other_cos-45.4
globalize,Verbs of Change of State,other_cos-45.4
glutenize,Verbs of Change of State,other_cos-45.4
gray,Verbs of Change of State,other_cos-45.4
grow,Verbs of Change of State,other_cos-45.4
harden,Verbs of Change of State,other_cos-45.4
harmonize,Verbs of Change of State,other_cos-45.4
hasten,Verbs of Change of State,other_cos-45.4
heal,Verbs of Change of State,other_cos-45.4
heat,Verbs of Change of State,other_cos-45.4
heighten,Verbs of Change of State,other_cos-45.4
hellenize,Verbs of Change of State,other_cos-45.4
hush,Verbs of Change of State,other_cos-45.4
hybridize,Verbs of Change of State,other_cos-45.4
hydrolize,Verbs of Change of State,other_cos-45.4
hydrate,Verbs of Change of State,other_cos-45.4
ignite,Verbs of Change of State,other_cos-45.4
improve,Verbs of Change of State,other_cos-45.4
indurate,Verbs of Change of State,other_cos-45.4
industrialize,Verbs of Change of State,other_cos-45.4
intensify,Verbs of Change of State,other_cos-45.4
internationalize,Verbs of Change of State,other_cos-45.4
ionize,Verbs of Change of State,other_cos-45.4
kindle,Verbs of Change of State,other_cos-45.4
laminate,Verbs of Change of State,other_cos-45.4
lengthen,Verbs of Change of State,other_cos-45.4
lessen,Verbs of Change of State,other_cos-45.4
level,Verbs of Change of State,other_cos-45.4
levitate,Verbs of Change of State,other_cos-45.4
liberalize,Verbs of Change of State,other_cos-45.4
lignify,Verbs of Change of State,other_cos-45.4
liquefy,Verbs of Change of State,other_cos-45.4
liquify,Verbs of Change of State,other_cos-45.4
liven,Verbs of Change of State,other_cos-45.4
loose,Verbs of Change of State,other_cos-45.4
loosen,Verbs of Change of State,other_cos-45.4
macerate,Verbs of Change of State,other_cos-45.4
mature,Verbs of Change of State,other_cos-45.4
mellow,Verbs of Change of State,other_cos-45.4
metabolize,Verbs of Change of State,other_cos-45.4
mitigate,Verbs of Change of State,other_cos-45.4
mobilize,Verbs of Change of State,other_cos-45.4
moderate,Verbs of Change of State,other_cos-45.4
modernize,Verbs of Change of State,other_cos-45.4
modify,Verbs of Change of State,other_cos-45.4
modulate,Verbs of Change of State,other_cos-45.4
moisten,Verbs of Change of State,other_cos-45.4
multiply,Verbs of Change of State,other_cos-45.4
mummify,Verbs of Change of State,other_cos-45.4
narrow,Verbs of Change of State,other_cos-45.4
nationalize,Verbs of Change of State,other_cos-45.4
naturalize,Verbs of Change of State,other_cos-45.4
neutralize,Verbs of Change of State,other_cos-45.4
normalize,Verbs of Change of State,other_cos-45.4
occlude,Verbs of Change of State,other_cos-45.4
open,Verbs of Change of State,other_cos-45.4
ossify,Verbs of Change of State,other_cos-45.4
pale,Verbs of Change of State,other_cos-45.4
petrify,Verbs of Change of State,other_cos-45.4
plump,Verbs of Change of State,other_cos-45.4
polarize,Verbs of Change of State,other_cos-45.4
polymerize,Verbs of Change of State,other_cos-45.4
privatize,Verbs of Change of State,other_cos-45.4
proliferate,Verbs of Change of State,other_cos-45.4
propagate,Verbs of Change of State,other_cos-45.4
purify,Verbs of Change of State,other_cos-45.4
purple,Verbs of Change of State,other_cos-45.4
quadruple,Verbs of Change of State,other_cos-45.4
quicken,Verbs of Change of State,other_cos-45.4
quiet,Verbs of Change of State,other_cos-45.4
quieten,Verbs of Change of State,other_cos-45.4
rarefy,Verbs of Change of State,other_cos-45.4
redden,Verbs of Change of State,other_cos-45.4
redouble,Verbs of Change of State,other_cos-45.4
refine,Verbs of Change of State,other_cos-45.4
reform,Verbs of Change of State,other_cos-45.4
rekindle,Verbs of Change of State,other_cos-45.4
renew,Verbs of Change of State,other_cos-45.4
reopen,Verbs of Change of State,other_cos-45.4
replicate,Verbs of Change of State,other_cos-45.4
reproduce,Verbs of Change of State,other_cos-45.4
resuscitate,Verbs of Change of State,other_cos-45.4
reverse,Verbs of Change of State,other_cos-45.4
revive,Verbs of Change of State,other_cos-45.4
ripen,Verbs of Change of State,other_cos-45.4
root,Verbs of Change of State,other_cos-45.4
roughen,Verbs of Change of State,other_cos-45.4
saponify,Verbs of Change of State,other_cos-45.4
scorch,Verbs of Change of State,other_cos-45.4
sear,Verbs of Change of State,other_cos-45.4
section,Verbs of Change of State,other_cos-45.4
sensitize,Verbs of Change of State,other_cos-45.4
sharpen,Verbs of Change of State,other_cos-45.4
short,Verbs of Change of State,other_cos-45.4
short-circuit,Verbs of Change of State,other_cos-45.4
shorten,Verbs of Change of State,other_cos-45.4
shush,Verbs of Change of State,other_cos-45.4
shut,Verbs of Change of State,other_cos-45.4
sicken,Verbs of Change of State,other_cos-45.4
silicify,Verbs of Change of State,other_cos-45.4
silver,Verbs of Change of State,other_cos-45.4
sink,Verbs of Change of State,other_cos-45.4
slim,Verbs of Change of State,other_cos-45.4
slow,Verbs of Change of State,other_cos-45.4
smarten,Verbs of Change of State,other_cos-45.4
smooth,Verbs of Change of State,other_cos-45.4
smoothen,Verbs of Change of State,other_cos-45.4
soak,Verbs of Change of State,other_cos-45.4
sober,Verbs of Change of State,other_cos-45.4
soften,Verbs of Change of State,other_cos-45.4
solidify,Verbs of Change of State,other_cos-45.4
sour,Verbs of Change of State,other_cos-45.4
souse,Verbs of Change of State,other_cos-45.4
sprout,Verbs of Change of State,other_cos-45.4
stabilize,Verbs of Change of State,other_cos-45.4
standardize,Verbs of Change of State,other_cos-45.4
steady,Verbs of Change of State,other_cos-45.4
steepen,Verbs of Change of State,other_cos-45.4
stiffen,Verbs of Change of State,other_cos-45.4
stratify,Verbs of Change of State,other_cos-45.4
strangulate,Verbs of Change of State,other_cos-45.4
strengthen,Verbs of Change of State,other_cos-45.4
submerge,Verbs of Change of State,other_cos-45.4
sunburn,Verbs of Change of State,other_cos-45.4
sweeten,Verbs of Change of State,other_cos-45.4
tame,Verbs of Change of State,other_cos-45.4
tan,Verbs of Change of State,other_cos-45.4
taper,Verbs of Change of State,other_cos-45.4
tenderize,Verbs of Change of State,other_cos-45.4
tense,Verbs of Change of State,other_cos-45.4
thicken,Verbs of Change of State,other_cos-45.4
thin,Verbs of Change of State,other_cos-45.4
tighten,Verbs of Change of State,other_cos-45.4
tire,Verbs of Change of State,other_cos-45.4
tone,Verbs of Change of State,other_cos-45.4
topple,Verbs of Change of State,other_cos-45.4
toughen,Verbs of Change of State,other_cos-45.4
tranquilize,Verbs of Change of State,other_cos-45.4
treble,Verbs of Change of State,other_cos-45.4
trip,Verbs of Change of State,other_cos-45.4
triple,Verbs of Change of State,other_cos-45.4
turn-on,Verbs of Change of State,other_cos-45.4
turn-off,Verbs of Change of State,other_cos-45.4
ulcerate,Verbs of Change of State,other_cos-45.4
unionize,Verbs of Change of State,other_cos-45.4
upload,Verbs of Change of State,other_cos-45.4
vaporize,Verbs of Change of State,other_cos-45.4
vibrate,Verbs of Change of State,other_cos-45.4
vitrify,Verbs of Change of State,other_cos-45.4
volatilize,Verbs of Change of State,other_cos-45.4
vulcanize,Verbs of Change of State,other_cos-45.4
wake,Verbs of Change of State,other_cos-45.4
waken,Verbs of Change of State,other_cos-45.4
warm,Verbs of Change of State,other_cos-45.4
weaken,Verbs of Change of State,other_cos-45.4
westernize,Verbs of Change of State,other_cos-45.4
wet,Verbs of Change of State,other_cos-45.4
whiten,Verbs of Change of State,other_cos-45.4
wizen,Verbs of Change of State,other_cos-45.4
widen,Verbs of Change of State,other_cos-45.4
worsen,Verbs of Change of State,other_cos-45.4
yellow,Verbs of Change of State,other_cos-45.4
overstate,Verbs of Communication,overstate-37.12
overdraw,Verbs of Communication,overstate-37.12
hyperbolize,Verbs of Communication,overstate-37.12
magnify,Verbs of Communication,overstate-37.12
amplify,Verbs of Communication,overstate-37.12
overemphasize,Verbs of Communication,overstate-37.12
overrate,Verbs of Communication,overstate-37.12
overstress,Verbs of Communication,overstate-37.12
tout,Verbs of Communication,overstate-37.12
glorify,Verbs of Communication,overstate-37.12
have,Own Verbs,own-100.1
hold,Own Verbs,own-100.1
own,Own Verbs,own-100.1
possess,Own Verbs,own-100.1
ail,Verbs Involving the Body,pain-40.8.1
bother,Verbs Involving the Body,pain-40.8.1
burn,Verbs Involving the Body,pain-40.8.1
hurt,Verbs Involving the Body,pain-40.8.1
itch,Verbs Involving the Body,pain-40.8.1
kill,Verbs Involving the Body,pain-40.8.1
pain,Verbs Involving the Body,pain-40.8.1
copyright,Patent Verbs,patent-101
patent,Patent Verbs,patent-101
trademark,Patent Verbs,patent-101
license,Patent Verbs,patent-101
register,Patent Verbs,patent-101
certify,Patent Verbs,patent-101
credential,Patent Verbs,patent-101
accredit,Patent Verbs,patent-101
verify,Patent Verbs,patent-101
evidence,Patent Verbs,patent-101
imitate,Patent Verbs,patent-101
impersonate,Patent Verbs,patent-101
spend,Pay Verbs,pay-68
squander,Pay Verbs,pay-68
waste,Pay Verbs,pay-68
serve,Pay Verbs,pay-68
tip,Pay Verbs,pay-68
attend,Verbs of Perception,peer-30.3
check,Verbs of Perception,peer-30.3
eavesdrop,Verbs of Perception,peer-30.3
gape,Verbs of Perception,peer-30.3
gawk,Verbs of Perception,peer-30.3
gaze,Verbs of Perception,peer-30.3
glance,Verbs of Perception,peer-30.3
glare,Verbs of Perception,peer-30.3
goggle,Verbs of Perception,peer-30.3
leer,Verbs of Perception,peer-30.3
listen,Verbs of Perception,peer-30.3
look,Verbs of Perception,peer-30.3
ogle,Verbs of Perception,peer-30.3
peek,Verbs of Perception,peer-30.3
peep,Verbs of Perception,peer-30.3
peer,Verbs of Perception,peer-30.3
sniff,Verbs of Perception,peer-30.3
snoop,Verbs of Perception,peer-30.3
squint,Verbs of Perception,peer-30.3
stare,Verbs of Perception,peer-30.3
bombard,Verbs of Throwing,pelt-17.2
buffet,Verbs of Throwing,pelt-17.2
pelt,Verbs of Throwing,pelt-17.2
pepperspray,Verbs of Throwing,pelt-17.2
shell,Verbs of Throwing,pelt-17.2
shower,Verbs of Throwing,pelt-17.2
stone,Verbs of Throwing,pelt-17.2
belt,Verbs of Creation and Transformation,performance-26.7
chant,Verbs of Creation and Transformation,performance-26.7
direct,Verbs of Creation and Transformation,performance-26.7
enact,Verbs of Creation and Transformation,performance-26.7
heel,Verbs of Creation and Transformation,performance-26.7
improvise,Verbs of Creation and Transformation,performance-26.7
intone,Verbs of Creation and Transformation,performance-26.7
model,Verbs of Creation and Transformation,performance-26.7
perform,Verbs of Creation and Transformation,performance-26.7
rap,Verbs of Creation and Transformation,performance-26.7
vocalize,Verbs of Creation and Transformation,performance-26.7
bark,Verbs of Removing,pit-10.7
beard,Verbs of Removing,pit-10.7
bone,Verbs of Removing,pit-10.7
burl,Verbs of Removing,pit-10.7
core,Verbs of Removing,pit-10.7
gill,Verbs of Removing,pit-10.7
gut,Verbs of Removing,pit-10.7
head,Verbs of Removing,pit-10.7
hull,Verbs of Removing,pit-10.7
husk,Verbs of Removing,pit-10.7
lint,Verbs of Removing,pit-10.7
