Member_name,verb_type,Calss ID
treat,Verbs with Predicative Complements,characterize-29.2
typecast,Verbs with Predicative Complements,characterize-29.2
chase,Verbs of Motion,chase-51.6
follow,Verbs of Motion,chase-51.6
pursue,Verbs of Motion,chase-51.6
shadow,Verbs of Motion,chase-51.6
tail,Verbs of Motion,chase-51.6
track,Verbs of Motion,chase-51.6
trail,Verbs of Motion,chase-51.6
cheat,Verbs of Removing,cheat-10.6.1
gull,Verbs of Removing,cheat-10.6.1
chew,Verbs of Ingesting,chew-39.2
chomp,Verbs of Ingesting,chew-39.2
crunch,Verbs of Ingesting,chew-39.2
gnaw,Verbs of Ingesting,chew-39.2
gum,Verbs of Ingesting,chew-39.2
masticate,Verbs of Ingesting,chew-39.2
munch,Verbs of Ingesting,chew-39.2
nibble,Verbs of Ingesting,chew-39.2
pick,Verbs of Ingesting,chew-39.2
peck,Verbs of Ingesting,chew-39.2
lick,Verbs of Ingesting,chew-39.2
teethe,Verbs of Ingesting,chew-39.2
lap,Verbs of Ingesting,chew-39.2
sip,Verbs of Ingesting,chew-39.2
slurp,Verbs of Ingesting,chew-39.2
suck,Verbs of Ingesting,chew-39.2
chat,Verbs of Communication,chit_chat-37.6
chatter,Verbs of Communication,chit_chat-37.6
chitchat,Verbs of Communication,chit_chat-37.6
confer,Verbs of Communication,chit_chat-37.6
converse,Verbs of Communication,chit_chat-37.6
flirt,Verbs of Communication,chit_chat-37.6
gab,Verbs of Communication,chit_chat-37.6
gossip,Verbs of Communication,chit_chat-37.6
jest,Verbs of Communication,chit_chat-37.6
joke,Verbs of Communication,chit_chat-37.6
palaver,Verbs of Communication,chit_chat-37.6
rap,Verbs of Communication,chit_chat-37.6
schmooze,Verbs of Communication,chit_chat-37.6
yak,Verbs of Communication,chit_chat-37.6
bracket,Verbs with Predicative Complements,classify-29.10
categorize,Verbs with Predicative Complements,classify-29.10
catalogue,Verbs with Predicative Complements,classify-29.10
chunk,Verbs with Predicative Complements,classify-29.10
classify,Verbs with Predicative Complements,classify-29.10
class,Verbs with Predicative Complements,classify-29.10
code,Verbs with Predicative Complements,classify-29.10
constellate,Verbs with Predicative Complements,classify-29.10
grade,Verbs with Predicative Complements,classify-29.10
group,Verbs with Predicative Complements,classify-29.10
isolate,Verbs with Predicative Complements,classify-29.10
lump,Verbs with Predicative Complements,classify-29.10
number,Verbs with Predicative Complements,classify-29.10
reclassify,Verbs with Predicative Complements,classify-29.10
recode,Verbs with Predicative Complements,classify-29.10
regroup,Verbs with Predicative Complements,classify-29.10
seed,Verbs with Predicative Complements,classify-29.10
separate,Verbs with Predicative Complements,classify-29.10
sort,Verbs with Predicative Complements,classify-29.10
sort_out,Verbs with Predicative Complements,classify-29.10
clean,Verbs of Removing,clear-10.3
hollow,Verbs of Removing,clear-10.3
adhere,Verbs of Combining and Attaching,cling-22.5
cleave,Verbs of Combining and Attaching,cling-22.5
cling,Verbs of Combining and Attaching,cling-22.5
cognize,Verbs of Cognizing,cognize-85
daydream,Verbs of Cognizing,cognize-85
dream,Verbs of Cognizing,cognize-85
visualize,Verbs of Cognizing,cognize-85
loop,Verbs of Putting,coil-9.6
roll,Verbs of Putting,coil-9.6
rotate,Verbs of Putting,coil-9.6
spin,Verbs of Putting,coil-9.6
swirl,Verbs of Putting,coil-9.6
twine,Verbs of Putting,coil-9.6
whirl,Verbs of Putting,coil-9.6
wind,Verbs of Putting,coil-9.6
color,Verbs of Coloring,coloring-24
distemper,Verbs of Coloring,coloring-24
dye,Verbs of Coloring,coloring-24
enamel,Verbs of Coloring,coloring-24
glaze,Verbs of Coloring,coloring-24
japan,Verbs of Coloring,coloring-24
lacquer,Verbs of Coloring,coloring-24
paint,Verbs of Coloring,coloring-24
repaint,Verbs of Coloring,coloring-24
shellac,Verbs of Coloring,coloring-24
spraypaint,Verbs of Coloring,coloring-24
stain,Verbs of Coloring,coloring-24
starch,Verbs of Coloring,coloring-24
tint,Verbs of Coloring,coloring-24
varnish,Verbs of Coloring,coloring-24
talk,Verbs of Compelling,compel-59.1
bellyache,Verbs of Communication,complain-37.8
bitch,Verbs of Communication,complain-37.8
boast,Verbs of Communication,complain-37.8
brag,Verbs of Communication,complain-37.8
caterwaul,Verbs of Communication,complain-37.8
complain,Verbs of Communication,complain-37.8
crab,Verbs of Communication,complain-37.8
gripe,Verbs of Communication,complain-37.8
grouch,Verbs of Communication,complain-37.8
grouse,Verbs of Communication,complain-37.8
grumble,Verbs of Communication,complain-37.8
kvetch,Verbs of Communication,complain-37.8
moan,Verbs of Communication,complain-37.8
object,Verbs of Communication,complain-37.8
whine,Verbs of Communication,complain-37.8
accomplish,Aspectual Verbs,complete-55.2
achieve,Aspectual Verbs,complete-55.2
bring-off,Aspectual Verbs,complete-55.2
complete,Aspectual Verbs,complete-55.2
pull-off,Aspectual Verbs,complete-55.2
appreciate,Verbs of Focusing and Comprehending,comprehend-87.2
misconstrue,Verbs of Focusing and Comprehending,comprehend-87.2
misinterpret,Verbs of Focusing and Comprehending,comprehend-87.2
misunderstand,Verbs of Focusing and Comprehending,comprehend-87.2
misapprehend,Verbs of Focusing and Comprehending,comprehend-87.2
block,Verbs of Concealment,concealment-16
cloister,Verbs of Concealment,concealment-16
conceal,Verbs of Concealment,concealment-16
curtain,Verbs of Concealment,concealment-16
impound,Verbs of Concealment,concealment-16
isolate,Verbs of Concealment,concealment-16
quarantine,Verbs of Concealment,concealment-16
repress,Verbs of Concealment,concealment-16
screen,Verbs of Concealment,concealment-16
seclude,Verbs of Concealment,concealment-16
sequester,Verbs of Concealment,concealment-16
shelter,Verbs of Concealment,concealment-16
suppress,Verbs of Concealment,concealment-16
conduct,Verbs of Conducting,conduct-111.1
give,Verbs of Conducting,conduct-111.1
head,Verbs of Conducting,conduct-111.1
hold,Verbs of Conducting,conduct-111.1
host,Verbs of Conducting,conduct-111.1
run,Verbs of Conducting,conduct-111.1
spearhead,Verbs of Conducting,conduct-111.1
throw,Verbs of Conducting,conduct-111.1
confess,Verbs of Communication,confess-37.10
admit,Verbs of Communication,confess-37.10
acknowledge,Verbs of Communication,confess-37.10
fess_up,Verbs of Communication,confess-37.10
proclaim,Verbs of Communication,confess-37.10
reveal,Verbs of Communication,confess-37.10
charge,Confine Verbs,confine-92
institutionalize,Confine Verbs,confine-92
incarcerate,Confine Verbs,confine-92
hospitalize,Confine Verbs,confine-92
detain,Confine Verbs,confine-92
jail,Confine Verbs,confine-92
imprison,Confine Verbs,confine-92
jug,Confine Verbs,confine-92
immure,Confine Verbs,confine-92
approach,Confront Verbs,confront-98
brave,Confront Verbs,confront-98
breast,Confront Verbs,confront-98
combat,Confront Verbs,confront-98
confront,Confront Verbs,confront-98
counter,Confront Verbs,confront-98
face,Confront Verbs,confront-98
go_about,Confront Verbs,confront-98
handle,Confront Verbs,confront-98
head_on,Confront Verbs,confront-98
intercept,Confront Verbs,confront-98
move_in_on,Confront Verbs,confront-98
pre-empt,Confront Verbs,confront-98
tackle,Confront Verbs,confront-98
take_on,Confront Verbs,confront-98
target,Confront Verbs,confront-98
undertake,Confront Verbs,confront-98
admit,Verbs with Predicative Complements,conjecture-29.5
affirm,Verbs with Predicative Complements,conjecture-29.5
assert,Verbs with Predicative Complements,conjecture-29.5
assume,Verbs with Predicative Complements,conjecture-29.5
conjecture,Verbs with Predicative Complements,conjecture-29.5
deny,Verbs with Predicative Complements,conjecture-29.5
determine,Verbs with Predicative Complements,conjecture-29.5
doubt,Verbs with Predicative Complements,conjecture-29.5
hold,Verbs with Predicative Complements,conjecture-29.5
prognosticate,Verbs with Predicative Complements,conjecture-29.5
repute,Verbs with Predicative Complements,conjecture-29.5
spectulate,Verbs with Predicative Complements,conjecture-29.5
surmise,Verbs with Predicative Complements,conjecture-29.5
swear,Verbs with Predicative Complements,conjecture-29.5
ally,Conspire Verbs,conspire-71
collaborate,Conspire Verbs,conspire-71
collude,Conspire Verbs,conspire-71
conspire,Conspire Verbs,conspire-71
machinate,Conspire Verbs,conspire-71
partner,Conspire Verbs,conspire-71
scheme,Conspire Verbs,conspire-71
team_up,Conspire Verbs,conspire-71
use,Consume Verbs,consume-66
consume,Consume Verbs,consume-66
contain,Verbs of Containing,contain-15.4
hold,Verbs of Containing,contain-15.4
bestride,Verbs of Existence,contiguous_location-47.8
blanket,Verbs of Existence,contiguous_location-47.8
border,Verbs of Existence,contiguous_location-47.8
bound,Verbs of Existence,contiguous_location-47.8
bracket,Verbs of Existence,contiguous_location-47.8
bridge,Verbs of Existence,contiguous_location-47.8
cap,Verbs of Existence,contiguous_location-47.8
circle,Verbs of Existence,contiguous_location-47.8
cloak,Verbs of Existence,contiguous_location-47.8
cover,Verbs of Existence,contiguous_location-47.8
edge,Verbs of Existence,contiguous_location-47.8
encircle,Verbs of Existence,contiguous_location-47.8
enclose,Verbs of Existence,contiguous_location-47.8
encompass,Verbs of Existence,contiguous_location-47.8
engulf,Verbs of Existence,contiguous_location-47.8
envelop,Verbs of Existence,contiguous_location-47.8
fence,Verbs of Existence,contiguous_location-47.8
fill,Verbs of Existence,contiguous_location-47.8
flank,Verbs of Existence,contiguous_location-47.8
follow,Verbs of Existence,contiguous_location-47.8
forgo,Verbs of Existence,contiguous_location-47.8
frame,Verbs of Existence,contiguous_location-47.8
head,Verbs of Existence,contiguous_location-47.8
hug,Verbs of Existence,contiguous_location-47.8
line,Verbs of Existence,contiguous_location-47.8
neighbor,Verbs of Existence,contiguous_location-47.8
overcast,Verbs of Existence,contiguous_location-47.8
overhang,Verbs of Existence,contiguous_location-47.8
precede,Verbs of Existence,contiguous_location-47.8
predate,Verbs of Existence,contiguous_location-47.8
rim,Verbs of Existence,contiguous_location-47.8
ring,Verbs of Existence,contiguous_location-47.8
skirt,Verbs of Existence,contiguous_location-47.8
span,Verbs of Existence,contiguous_location-47.8
straddle,Verbs of Existence,contiguous_location-47.8
support,Verbs of Existence,contiguous_location-47.8
surmount,Verbs of Existence,contiguous_location-47.8
surround,Verbs of Existence,contiguous_location-47.8
top,Verbs of Existence,contiguous_location-47.8
traverse,Verbs of Existence,contiguous_location-47.8
underlie,Verbs of Existence,contiguous_location-47.8
wreathe,Verbs of Existence,contiguous_location-47.8
enshroud,Verbs of Existence,contiguous_location-47.8
veil,Verbs of Existence,contiguous_location-47.8
continue,Aspectual Verbs,continue-55.3
betroth,Verbs of Change of Possession,contribute-13.2
forgo,Verbs of Change of Possession,contribute-13.2
refer,Verbs of Change of Possession,contribute-13.2
relinquish,Verbs of Change of Possession,contribute-13.2
remit,Verbs of Change of Possession,contribute-13.2
resign,Verbs of Change of Possession,contribute-13.2
restore,Verbs of Change of Possession,contribute-13.2
gift,Verbs of Change of Possession,contribute-13.2
give-away,Verbs of Change of Possession,contribute-13.2
give-out,Verbs of Change of Possession,contribute-13.2
give-up,Verbs of Change of Possession,contribute-13.2
hand_out,Verbs of Change of Possession,contribute-13.2
pass_out,Verbs of Change of Possession,contribute-13.2
shell_out,Verbs of Change of Possession,contribute-13.2
abnegate,Verbs of Change of Possession,contribute-13.2
turn-in,Verbs of Change of Possession,contribute-13.2
turn-over,Verbs of Change of Possession,contribute-13.2
advert,Verbs of Creation and Transformation,convert-26.6.2
come_around,Verbs of Creation and Transformation,convert-26.6.2
fall,Verbs of Creation and Transformation,convert-26.6.2
get,Verbs of Creation and Transformation,convert-26.6.2
get_around,Verbs of Creation and Transformation,convert-26.6.2
get_down,Verbs of Creation and Transformation,convert-26.6.2
go_back,Verbs of Creation and Transformation,convert-26.6.2
resort,Verbs of Creation and Transformation,convert-26.6.2
return,Verbs of Creation and Transformation,convert-26.6.2
revert,Verbs of Creation and Transformation,convert-26.6.2
settle_down,Verbs of Creation and Transformation,convert-26.6.2
take,Verbs of Creation and Transformation,convert-26.6.2
turn,Verbs of Creation and Transformation,convert-26.6.2
bake,Verbs of Change of State,cooking-45.3
barbecue,Verbs of Change of State,cooking-45.3
barbeque,Verbs of Change of State,cooking-45.3
blanch,Verbs of Change of State,cooking-45.3
boil,Verbs of Change of State,cooking-45.3
braise,Verbs of Change of State,cooking-45.3
broil,Verbs of Change of State,cooking-45.3
brown,Verbs of Change of State,cooking-45.3
caramelize,Verbs of Change of State,cooking-45.3
char,Verbs of Change of State,cooking-45.3
charbroil,Verbs of Change of State,cooking-45.3
charcoal-broil,Verbs of Change of State,cooking-45.3
coddle,Verbs of Change of State,cooking-45.3
cook,Verbs of Change of State,cooking-45.3
crisp,Verbs of Change of State,cooking-45.3
deep-fry,Verbs of Change of State,cooking-45.3
french-fry,Verbs of Change of State,cooking-45.3
fry,Verbs of Change of State,cooking-45.3
grill,Verbs of Change of State,cooking-45.3
hardboil,Verbs of Change of State,cooking-45.3
heat,Verbs of Change of State,cooking-45.3
microwave,Verbs of Change of State,cooking-45.3
oven-fry,Verbs of Change of State,cooking-45.3
oven-poach,Verbs of Change of State,cooking-45.3
overbake,Verbs of Change of State,cooking-45.3
overcook,Verbs of Change of State,cooking-45.3
overheat,Verbs of Change of State,cooking-45.3
pan-broil,Verbs of Change of State,cooking-45.3
pan-fry,Verbs of Change of State,cooking-45.3
parboil,Verbs of Change of State,cooking-45.3
parch,Verbs of Change of State,cooking-45.3
percolate,Verbs of Change of State,cooking-45.3
perk,Verbs of Change of State,cooking-45.3
pickle,Verbs of Change of State,cooking-45.3
plank,Verbs of Change of State,cooking-45.3
poach,Verbs of Change of State,cooking-45.3
pot-roast,Verbs of Change of State,cooking-45.3
reheat,Verbs of Change of State,cooking-45.3
rissole,Verbs of Change of State,cooking-45.3
roast,Verbs of Change of State,cooking-45.3
saute,Verbs of Change of State,cooking-45.3
scald,Verbs of Change of State,cooking-45.3
scallop,Verbs of Change of State,cooking-45.3
sear,Verbs of Change of State,cooking-45.3
shirr,Verbs of Change of State,cooking-45.3
simmer,Verbs of Change of State,cooking-45.3
softboil,Verbs of Change of State,cooking-45.3
steam,Verbs of Change of State,cooking-45.3
steam-bake,Verbs of Change of State,cooking-45.3
steep,Verbs of Change of State,cooking-45.3
stew,Verbs of Change of State,cooking-45.3
stir-fry,Verbs of Change of State,cooking-45.3
toast,Verbs of Change of State,cooking-45.3
warm_up,Verbs of Change of State,cooking-45.3
deal,Cope Verbs,cope-83
coincide,Verbs of Correlating and Relating,correlate-86.1
correlate,Verbs of Correlating and Relating,correlate-86.1
alternate,Verbs of Correlating and Relating,correlate-86.1
flip-flop,Verbs of Correlating and Relating,correlate-86.1
co-occur,Verbs of Correlating and Relating,correlate-86.1
banter,Verbs of Social Interaction,correspond-36.1
bargain,Verbs of Social Interaction,correspond-36.1
collaborate,Verbs of Social Interaction,correspond-36.1
collide,Verbs of Social Interaction,correspond-36.1
commiserate,Verbs of Social Interaction,correspond-36.1
communicate,Verbs of Social Interaction,correspond-36.1
compromise,Verbs of Social Interaction,correspond-36.1
concur,Verbs of Social Interaction,correspond-36.1
confer,Verbs of Social Interaction,correspond-36.1
cooperate,Verbs of Social Interaction,correspond-36.1
correspond,Verbs of Social Interaction,correspond-36.1
deliberate,Verbs of Social Interaction,correspond-36.1
differ,Verbs of Social Interaction,correspond-36.1
disagree,Verbs of Social Interaction,correspond-36.1
haggle,Verbs of Social Interaction,correspond-36.1
interact,Verbs of Social Interaction,correspond-36.1
negotiate,Verbs of Social Interaction,correspond-36.1
plot,Verbs of Social Interaction,correspond-36.1
renegotiate,Verbs of Social Interaction,correspond-36.1
settle,Verbs of Social Interaction,correspond-36.1
square,Verbs of Social Interaction,correspond-36.1
carry,Measure Verbs,cost-54.2
cost,Measure Verbs,cost-54.2
last,Measure Verbs,cost-54.2
net,Measure Verbs,cost-54.2
take,Measure Verbs,cost-54.2
arch,Verbs Involving the Body,crane-40.3.2
bare,Verbs Involving the Body,crane-40.3.2
bat,Verbs Involving the Body,crane-40.3.2
beat,Verbs Involving the Body,crane-40.3.2
blow,Verbs Involving the Body,crane-40.3.2
clench,Verbs Involving the Body,crane-40.3.2
click,Verbs Involving the Body,crane-40.3.2
close,Verbs Involving the Body,crane-40.3.2
cock,Verbs Involving the Body,crane-40.3.2
crane,Verbs Involving the Body,crane-40.3.2
crook,Verbs Involving the Body,crane-40.3.2
cross,Verbs Involving the Body,crane-40.3.2
drum,Verbs Involving the Body,crane-40.3.2
flap,Verbs Involving the Body,crane-40.3.2
flash,Verbs Involving the Body,crane-40.3.2
flex,Verbs Involving the Body,crane-40.3.2
flick,Verbs Involving the Body,crane-40.3.2
flutter,Verbs Involving the Body,crane-40.3.2
fold,Verbs Involving the Body,crane-40.3.2
gnash,Verbs Involving the Body,crane-40.3.2
grind,Verbs Involving the Body,crane-40.3.2
hang,Verbs Involving the Body,crane-40.3.2
hunch,Verbs Involving the Body,crane-40.3.2
kick,Verbs Involving the Body,crane-40.3.2
knit,Verbs Involving the Body,crane-40.3.2
open,Verbs Involving the Body,crane-40.3.2
pucker,Verbs Involving the Body,crane-40.3.2
purse,Verbs Involving the Body,crane-40.3.2
raise,Verbs Involving the Body,crane-40.3.2
roll,Verbs Involving the Body,crane-40.3.2
rub,Verbs Involving the Body,crane-40.3.2
shake,Verbs Involving the Body,crane-40.3.2
show,Verbs Involving the Body,crane-40.3.2
shuffle,Verbs Involving the Body,crane-40.3.2
smack,Verbs Involving the Body,crane-40.3.2
snap,Verbs Involving the Body,crane-40.3.2
stamp,Verbs Involving the Body,crane-40.3.2
stretch,Verbs Involving the Body,crane-40.3.2
toss,Verbs Involving the Body,crane-40.3.2
turn,Verbs Involving the Body,crane-40.3.2
twiddle,Verbs Involving the Body,crane-40.3.2
twitch,Verbs Involving the Body,crane-40.3.2
wag,Verbs Involving the Body,crane-40.3.2
waggle,Verbs Involving the Body,crane-40.3.2
wiggle,Verbs Involving the Body,crane-40.3.2
wring,Verbs Involving the Body,crane-40.3.2
wrinkle,Verbs Involving the Body,crane-40.3.2
author,Verbs of Creation and Transformation,create-26.4
coin,Verbs of Creation and Transformation,create-26.4
compute,Verbs of Creation and Transformation,create-26.4
concoct,Verbs of Creation and Transformation,create-26.4
construct,Verbs of Creation and Transformation,create-26.4
contrive,Verbs of Creation and Transformation,create-26.4
cowrite,Verbs of Creation and Transformation,create-26.4
create,Verbs of Creation and Transformation,create-26.4
derive,Verbs of Creation and Transformation,create-26.4
fabricate,Verbs of Creation and Transformation,create-26.4
form,Verbs of Creation and Transformation,create-26.4
formulate,Verbs of Creation and Transformation,create-26.4
lay,Verbs of Creation and Transformation,create-26.4
manufacture,Verbs of Creation and Transformation,create-26.4
mass-produce,Verbs of Creation and Transformation,create-26.4
model,Verbs of Creation and Transformation,create-26.4
organize,Verbs of Creation and Transformation,create-26.4
produce,Verbs of Creation and Transformation,create-26.4
publish,Verbs of Creation and Transformation,create-26.4
rearrange,Verbs of Creation and Transformation,create-26.4
rebuild,Verbs of Creation and Transformation,create-26.4
reconstitute,Verbs of Creation and Transformation,create-26.4
reorganize,Verbs of Creation and Transformation,create-26.4
style,Verbs of Creation and Transformation,create-26.4
synthesize,Verbs of Creation and Transformation,create-26.4
turn-out,Verbs of Creation and Transformation,create-26.4
bob,Verbs Involving the Body,curtsey-40.3.3
bow,Verbs Involving the Body,curtsey-40.3.3
curtsey,Verbs Involving the Body,curtsey-40.3.3
genuflect,Verbs Involving the Body,curtsey-40.3.3
kneel,Verbs Involving the Body,curtsey-40.3.3
salaam,Verbs Involving the Body,curtsey-40.3.3
salute,Verbs Involving the Body,curtsey-40.3.3
deaccent,Verbs of Removing,debone-10.8
debark,Verbs of Removing,debone-10.8
debone,Verbs of Removing,debone-10.8
debowel,Verbs of Removing,debone-10.8
debug,Verbs of Removing,debone-10.8
debur,Verbs of Removing,debone-10.8
declaw,Verbs of Removing,debone-10.8
decontaminate,Verbs of Removing,debone-10.8
defang,Verbs of Removing,debone-10.8
defat,Verbs of Removing,debone-10.8
defeather,Verbs of Removing,debone-10.8
deflea,Verbs of Removing,debone-10.8
deflesh,Verbs of Removing,debone-10.8
deflower,Verbs of Removing,debone-10.8
defoam,Verbs of Removing,debone-10.8
defog,Verbs of Removing,debone-10.8
deforest,Verbs of Removing,debone-10.8
defrost,Verbs of Removing,debone-10.8
defuzz,Verbs of Removing,debone-10.8
degas,Verbs of Removing,debone-10.8
degerm,Verbs of Removing,debone-10.8
deglaze,Verbs of Removing,debone-10.8
degrease,Verbs of Removing,debone-10.8
degrit,Verbs of Removing,debone-10.8
degum,Verbs of Removing,debone-10.8
degut,Verbs of Removing,debone-10.8
dehair,Verbs of Removing,debone-10.8
dehead,Verbs of Removing,debone-10.8
dehorn,Verbs of Removing,debone-10.8
dehull,Verbs of Removing,debone-10.8
dehusk,Verbs of Removing,debone-10.8
deice,Verbs of Removing,debone-10.8
deink,Verbs of Removing,debone-10.8
delint,Verbs of Removing,debone-10.8
delouse,Verbs of Removing,debone-10.8
deluster,Verbs of Removing,debone-10.8
demast,Verbs of Removing,debone-10.8
derat,Verbs of Removing,debone-10.8
derib,Verbs of Removing,debone-10.8
derind,Verbs of Removing,debone-10.8
desalt,Verbs of Removing,debone-10.8
descale,Verbs of Removing,debone-10.8
desex,Verbs of Removing,debone-10.8
desprout,Verbs of Removing,debone-10.8
destarch,Verbs of Removing,debone-10.8
destress,Verbs of Removing,debone-10.8
detassel,Verbs of Removing,debone-10.8
detusk,Verbs of Removing,debone-10.8
devein,Verbs of Removing,debone-10.8
dewater,Verbs of Removing,debone-10.8
dewax,Verbs of Removing,debone-10.8
deworm,Verbs of Removing,debone-10.8
disembowel,Verbs of Removing,debone-10.8
eviscerate,Verbs of Removing,debone-10.8
avow,Verbs with Predicative Complements,declare-29.4
confess,Verbs with Predicative Complements,declare-29.4
dedicate,Dedicate Verbs,dedicate-79
devote,Dedicate Verbs,dedicate-79
commit,Dedicate Verbs,dedicate-79
reason,Verbs of Basing and Deducing,deduce-97.2
reason_out,Verbs of Basing and Deducing,deduce-97.2
conclude,Verbs of Basing and Deducing,deduce-97.2
derive,Verbs of Basing and Deducing,deduce-97.2
disprove,Verbs of Basing and Deducing,deduce-97.2
infer,Verbs of Basing and Deducing,deduce-97.2
deduct,Verbs of Basing and Deducing,deduce-97.2
deduce,Verbs of Basing and Deducing,deduce-97.2
gather,Verbs of Basing and Deducing,deduce-97.2
conceive,Verbs of Basing and Deducing,deduce-97.2
prove,Verbs of Basing and Deducing,deduce-97.2
rationalize,Verbs of Basing and Deducing,deduce-97.2
defend,Defend Verbs,defend-72.3
insure,Defend Verbs,defend-72.3
protect,Defend Verbs,defend-72.3
shade,Defend Verbs,defend-72.3
preserve,Defend Verbs,defend-72.3
guard,Defend Verbs,defend-72.3
safeguard,Defend Verbs,defend-72.3
speak_for,Defend Verbs,defend-72.3
burgle,Verbs of Depriving,deprive-10.6.2
despoil,Verbs of Depriving,deprive-10.6.2
disabuse,Verbs of Depriving,deprive-10.6.2
plunder,Verbs of Depriving,deprive-10.6.2
rid,Verbs of Depriving,deprive-10.6.2
depopulate,Verbs of Depriving,deprive-10.6.2
bereave,Verbs of Depriving,deprive-10.6.2
denude,Verbs of Depriving,deprive-10.6.2
disarm,Verbs of Depriving,deprive-10.6.2
drain,Verbs of Depriving,deprive-10.6.2
dispossess,Verbs of Depriving,deprive-10.6.2
deplete,Verbs of Depriving,deprive-10.6.2
divest,Verbs of Depriving,deprive-10.6.2
deprive,Verbs of Depriving,deprive-10.6.2
sap,Verbs of Depriving,deprive-10.6.2
annihilate,Destroy Verbs,destroy-44
blight,Destroy Verbs,destroy-44
blitz,Destroy Verbs,destroy-44
damage,Destroy Verbs,destroy-44
decimate,Destroy Verbs,destroy-44
demolish,Destroy Verbs,destroy-44
desecrate,Destroy Verbs,destroy-44
destroy,Destroy Verbs,destroy-44
devastate,Destroy Verbs,destroy-44
disfigure,Destroy Verbs,destroy-44
efface,Destroy Verbs,destroy-44
exterminate,Destroy Verbs,destroy-44
extirpate,Destroy Verbs,destroy-44
level,Destroy Verbs,destroy-44
louse_up,Destroy Verbs,destroy-44
maim,Destroy Verbs,destroy-44
mutilate,Destroy Verbs,destroy-44
obliterate,Destroy Verbs,destroy-44
rack,Destroy Verbs,destroy-44
ravage,Destroy Verbs,destroy-44
raze,Destroy Verbs,destroy-44
ruin,Destroy Verbs,destroy-44
shipwreck,Destroy Verbs,destroy-44
smoke,Destroy Verbs,destroy-44
undo,Destroy Verbs,destroy-44
unmake,Destroy Verbs,destroy-44
vaporize,Destroy Verbs,destroy-44
waste,Destroy Verbs,destroy-44
wrack,Destroy Verbs,destroy-44
wreck,Destroy Verbs,destroy-44
shatter,Destroy Verbs,destroy-44
consume,Verbs of Ingesting,devour-39.4
devour,Verbs of Ingesting,devour-39.4
down,Verbs of Ingesting,devour-39.4
have,Verbs of Ingesting,devour-39.4
imbibe,Verbs of Ingesting,devour-39.4
ingest,Verbs of Ingesting,devour-39.4
swill,Verbs of Ingesting,devour-39.4
take,Verbs of Ingesting,devour-39.4
buy_the_farm,Verbs of Dying,die-42.4
decease,Verbs of Dying,die-42.4
fall,Verbs of Dying,die-42.4
give_up_the_ghost,Verbs of Dying,die-42.4
kick_the_bucket,Verbs of Dying,die-42.4
pass,Verbs of Dying,die-42.4
pop_off,Verbs of Dying,die-42.4
snuff_it,Verbs of Dying,die-42.4
branch,Verbs of Separating and Disassembling,differ-23.4
deviate,Verbs of Separating and Disassembling,differ-23.4
differ,Verbs of Separating and Disassembling,differ-23.4
diverge,Verbs of Separating and Disassembling,differ-23.4
vary,Verbs of Separating and Disassembling,differ-23.4
banquet,Verbs of Ingesting,dine-39.5
breakfast,Verbs of Ingesting,dine-39.5
brunch,Verbs of Ingesting,dine-39.5
dine,Verbs of Ingesting,dine-39.5
feast,Verbs of Ingesting,dine-39.5
graze,Verbs of Ingesting,dine-39.5
junket,Verbs of Ingesting,dine-39.5
lunch,Verbs of Ingesting,dine-39.5
luncheon,Verbs of Ingesting,dine-39.5
nosh,Verbs of Ingesting,dine-39.5
picnic,Verbs of Ingesting,dine-39.5
snack,Verbs of Ingesting,dine-39.5
sup,Verbs of Ingesting,dine-39.5
die,"Verbs of Appearance, Disappearance, and Occurrence",disappearance-48.2
go_out,"Verbs of Appearance, Disappearance, and Occurrence",disappearance-48.2
go_down,"Verbs of Appearance, Disappearance, and Occurrence",disappearance-48.2
go_off,"Verbs of Appearance, Disappearance, and Occurrence",disappearance-48.2
carve,Verbs of Separating and Disassembling,disassemble-23.3
detach,Verbs of Separating and Disassembling,disassemble-23.3
disassemble,Verbs of Separating and Disassembling,disassemble-23.3
disconnect,Verbs of Separating and Disassembling,disassemble-23.3
dismantle,Verbs of Separating and Disassembling,disassemble-23.3
dismount,Verbs of Separating and Disassembling,disassemble-23.3
pare,Verbs of Separating and Disassembling,disassemble-23.3
partition,Verbs of Separating and Disassembling,disassemble-23.3
segregate,Verbs of Separating and Disassembling,disassemble-23.3
sift,Verbs of Separating and Disassembling,disassemble-23.3
slice,Verbs of Separating and Disassembling,disassemble-23.3
sunder,Verbs of Separating and Disassembling,disassemble-23.3
unbolt,Verbs of Separating and Disassembling,disassemble-23.3
unbuckle,Verbs of Separating and Disassembling,disassemble-23.3
unbutton,Verbs of Separating and Disassembling,disassemble-23.3
unchain,Verbs of Separating and Disassembling,disassemble-23.3
unclamp,Verbs of Separating and Disassembling,disassemble-23.3
unclasp,Verbs of Separating and Disassembling,disassemble-23.3
unclip,Verbs of Separating and Disassembling,disassemble-23.3
unfasten,Verbs of Separating and Disassembling,disassemble-23.3
unfix,Verbs of Separating and Disassembling,disassemble-23.3
unglue,Verbs of Separating and Disassembling,disassemble-23.3
unhinge,Verbs of Separating and Disassembling,disassemble-23.3
unhitch,Verbs of Separating and Disassembling,disassemble-23.3
unhook,Verbs of Separating and Disassembling,disassemble-23.3
unlace,Verbs of Separating and Disassembling,disassemble-23.3
